,expid,peakid,year,season,nation,bcdate,smtdate,smttime,o2used
3379,HIML99301,HIML,1999,3.0,Germany,1999-10-01,1999-10-10,,0
3380,DORJ99301,DORJ,1999,3.0,France,1999-10-18,1999-10-28,1200,0
3381,LANG99302,LANG,1999,3.0,Switzerland,1999-10-09,1999-10-13,,0
3382,MANN99301,MANN,1999,3.0,Japan,1999-09-23,1999-10-18,,0
3383,MANA99301,MANA,1999,3.0,Spain,1999-09-13,1999-10-16,,0
3384,BARU99301,BARU,1999,3.0,France,1999-10-15,1999-10-17,,0
3385,MANA99302,MANA,1999,3.0,S Korea,1999-09-17,1999-10-23,,0
3386,MANA99303,MANA,1999,3.0,France,1999-09-26,1999-10-12,,0
3387,AMAD99301,AMAD,1999,3.0,UK,1999-10-23,1999-11-02,,0
3388,AMAD99302,AMAD,1999,3.0,Ireland,1999-10-26,1999-11-03,,0
3389,AMAD99303,AMAD,1999,3.0,Spain,1999-10-13,1999-10-24,,0
3390,AMAD99305,AMAD,1999,3.0,New Zealand,1999-10-17,1999-10-30,1000,0
3391,AMAD99306,AMAD,1999,3.0,USA,1999-10-21,1999-10-29,,0
3392,AMAD99307,AMAD,1999,3.0,USA,1999-10-31,1999-11-10,,0
3393,AMAD99308,AMAD,1999,3.0,Germany,1999-09-20,1999-10-14,,1
3394,AMAD99309,AMAD,1999,3.0,Austria,1999-10-29,1999-11-03,1030,0
3395,AMAD99310,AMAD,1999,3.0,Switzerland,1999-10-29,1999-11-04,,0
3396,AMAD99311,AMAD,1999,3.0,Germany,1999-11-02,1999-11-06,1100,0
3397,AMAD99312,AMAD,1999,3.0,UK,1999-10-24,1999-11-02,1015,0
3398,AMAD99313,AMAD,1999,3.0,UK,1999-10-28,1999-11-05,1100,0
3399,AMAD99314,AMAD,1999,3.0,Austria,1999-10-15,1999-10-25,1100,0
3400,AMAD99315,AMAD,1999,3.0,USA,1999-10-11,1999-10-21,,0
3401,AMAD99316,AMAD,1999,3.0,France,1999-10-09,1999-10-24,,0
3402,AMAD99317,AMAD,1999,3.0,Switzerland,1999-09-15,1999-09-27,,0
3403,AMAD99318,AMAD,1999,3.0,Switzerland,1999-10-02,1999-10-17,,0
3404,AMAD99319,AMAD,1999,3.0,USA,1999-11-07,1999-11-13,,0
3405,AMAD99320,AMAD,1999,3.0,Italy,1999-10-30,1999-11-05,,0
3406,AMAD99406,AMAD,1999,4.0,UK,1999-11-20,1999-12-01,1230,0
3407,AMAD99401,AMAD,1999,4.0,UK,1999-11-15,1999-11-24,,0
3408,AMAD99402,AMAD,1999,4.0,UK,1999-11-17,1999-12-01,,0
3409,AMAD99403,AMAD,1999,4.0,USA,1999-11-28,1999-12-06,,0
3410,AMAD99404,AMAD,1999,4.0,USA,1999-11-28,1999-12-08,,0
3411,AMAD99405,AMAD,1999,4.0,USA,1999-12-01,1999-12-06,,0
3412,BARU99302,BARU,1999,3.0,UK,1999-10-12,1999-10-14,,0
3413,BARU99303,BARU,1999,3.0,Germany,1999-10-27,1999-11-03,1130,0
3414,BARU99304,BARU,1999,3.0,France,1999-11-08,,,0
3415,BARU99305,BARU,1999,3.0,Italy,1999-09-28,1999-10-07,,0
3416,BARU99306,BARU,1999,3.0,Italy,1999-10-17,1999-10-17,,0
3417,BARU99307,BARU,1999,3.0,USA,1999-10-01,1999-10-22,,0
3418,BARU99308,BARU,1999,3.0,France,1999-10-04,1999-10-15,,0
3419,BARU99309,BARU,1999,3.0,Italy,1999-10-09,1999-10-14,,0
3420,BARU99310,BARU,1999,3.0,Germany,1999-10-10,1999-10-15,,0
3421,BARU99311,BARU,1999,3.0,Austria,1999-10-06,1999-10-13,,0
3422,CHOY87105,CHOY,1987,1.0,Netherlands,1987-04-06,1987-05-12,,0
3423,CHOY99301,CHOY,1999,3.0,S Korea,1999-09-03,1999-09-26,1315,0
3424,CHOY99302,CHOY,1999,3.0,Japan,1999-08-31,1999-09-26,1300,1
3425,CHOY99303,CHOY,1999,3.0,Slovenia,1999-09-06,1999-09-28,,0
3426,CHOY99304,CHOY,1999,3.0,Czech Republic,1999-09-18,1999-10-07,,0
3427,CHOY99305,CHOY,1999,3.0,Turkey,1999-09-30,1999-10-09,,0
3428,CHOY99306,CHOY,1999,3.0,Japan,1999-09-02,1999-09-28,0945,0
3429,CHOY99307,CHOY,1999,3.0,France,1999-09-07,1999-09-27,0900,0
3430,CHOY99309,CHOY,1999,3.0,France,1999-09-17,1999-10-03,,0
3431,CHOY99310,CHOY,1999,3.0,France,1999-09-07,1999-09-28,,1
3432,CHOY99311,CHOY,1999,3.0,UK,1999-09-04,1999-09-21,,1
3433,CHOY99312,CHOY,1999,3.0,USA,1999-08-30,1999-09-27,0800,0
3434,CHOY99313,CHOY,1999,3.0,France,1999-09-09,1999-09-26,,0
3435,CHOY99314,CHOY,1999,3.0,Ecuador,1999-09-23,1999-09-30,,0
3436,CHOY99315,CHOY,1999,3.0,Chile,1999-09-09,1999-09-15,,0
3437,CHOY99316,CHOY,1999,3.0,New Zealand,1999-09-03,1999-09-26,1400,0
3438,CHOY99317,CHOY,1999,3.0,UK,1999-09-04,1999-09-27,0800,0
3439,CHOY99318,CHOY,1999,3.0,USA,1999-09-08,1999-10-01,1110,1
3440,CHOY99319,CHOY,1999,3.0,USA,1999-09-01,1999-09-20,,0
3441,CHOY99320,CHOY,1999,3.0,USA,1999-09-05,1999-09-21,,0
3442,CHOY99321,CHOY,1999,3.0,Spain,1999-09-09,1999-09-17,,0
3443,CHOY99308,CHOY,1999,3.0,Spain,1999-09-09,1999-09-17,,0
3444,CHOP99301,CHOP,1999,3.0,Germany,1999-10-24,1999-11-12,1000,0
3445,DHA199307,DHA1,1999,3.0,Mexico,1999-09-15,1999-10-10,,1
3446,DHA199301,DHA1,1999,3.0,Slovenia,1999-09-26,1999-11-02,,0
3447,DHA199302,DHA1,1999,3.0,Switzerland,1999-09-15,1999-10-12,,0
3448,DHA199303,DHA1,1999,3.0,Japan,1999-09-10,1999-09-29,,0
3449,DHA199304,DHA1,1999,3.0,Czech Republic,1999-10-01,1999-10-16,,0
3450,DHA199305,DHA1,1999,3.0,France,1999-09-29,1999-10-17,,0
3451,DHA199306,DHA1,1999,3.0,USA,1999-08-31,1999-10-16,1430,0
3452,DROM99301,DROM,1999,3.0,UK,1999-10-09,1999-10-15,,0
3453,EVER99301,EVER,1999,3.0,Spain,1999-09-07,1999-09-28,,0
3454,EVER99302,EVER,1999,3.0,Spain,1999-09-10,1999-09-20,,0
3455,EVER99303,EVER,1999,3.0,Italy,1999-09-17,1999-10-15,,0
3456,EVER99304,EVER,1999,3.0,S Korea,1999-09-18,1999-10-13,,0
3457,EVER99401,EVER,1999,4.0,USA,1999-11-23,1999-12-07,,0
3458,GURK99301,GURK,1999,3.0,Germany,1999-10-24,1999-11-02,,0
3459,GYAC99301,GYAC,1999,3.0,Slovenia,1999-09-29,1999-10-31,,0
3460,JANU99301,JANU,1999,3.0,Uzbekistan,1999-09-11,1999-10-12,,0
3461,KTOK99301,KTOK,1999,3.0,Spain,1999-10-05,1999-10-11,0930,0
3462,KANG99301,KANG,1999,3.0,S Korea,1999-08-26,1999-10-11,,0
3463,KGUR99302,KGUR,1999,3.0,France,1999-10-19,1999-10-27,1300,0
3464,KJRS99301,KJRS,1999,3.0,UK,1999-09-19,1999-09-26,,0
3465,LHOT99301,LHOT,1999,3.0,S Korea,1999-09-13,1999-10-26,,0
3466,MAKA99301,MAKA,1999,3.0,S Korea,1999-10-09,1999-10-11,,0
3467,MANA99304,MANA,1999,3.0,Spain,1999-09-10,1999-10-17,,0
3468,MANA99401,MANA,1999,4.0,Japan,1999-11-20,1999-12-18,,0
3469,MANA99402,MANA,1999,4.0,Japan,1999-12-21,2000-01-04,,0
3470,MANA99403,MANA,1999,4.0,Denmark,1999-12-03,1999-12-19,,0
3471,MANA99404,MANA,1999,4.0,Netherlands,1999-12-07,1999-12-30,,0
3472,NILS99301,NILS,1999,3.0,Slovenia,1999-10-06,1999-10-17,,0
3473,PUMO99301,PUMO,1999,3.0,Poland,1999-10-02,1999-10-13,,0
3474,PUMO99302,PUMO,1999,3.0,Canada,1999-10-05,1999-10-14,,0
3475,PUMO99303,PUMO,1999,3.0,Norway,1999-10-04,1999-10-16,,0
3476,PUMO99304,PUMO,1999,3.0,UK,1999-10-18,1999-10-18,,0
3477,RAKS99301,RAKS,1999,3.0,Austria,1999-10-11,1999-10-20,,0
3478,TENG99301,TENG,1999,3.0,USA,1999-10-28,1999-10-29,,0
3479,TENG99302,TENG,1999,3.0,Germany,1999-10-16,1999-10-18,,0
3480,TILI99301,TILI,1999,3.0,France,1999-10-09,1999-10-17,,0
3481,TILI99302,TILI,1999,3.0,France,1999-10-17,1999-10-28,1030,0
3482,SPHN36101,SPHN,1936,1.0,UK,1936-05-28,,,0
3483,SAIP53301,SAIP,1953,3.0,Austria,,,,0
3484,CHOP54101,CHOP,1954,1.0,New Zealand,,1954-06-03,,0
3485,FIRN54101,FIRN,1954,1.0,Austria,1954-05-08,1954-05-29,,0
3486,KJRS58201,KJRS,1958,2.0,Japan,,,,0
3487,LAMJ67101,LAMJ,1967,1.0,W Germany,,,,0
3488,KUSU82301,KUSU,1982,3.0,Spain,,,,0
3489,KABD87101,KABD,1987,1.0,India,1987-05-04,1987-05-15,,0
3490,CTSE89201,CTSE,1989,2.0,China,1989-07-01,1989-07-20,,0
3491,AMAD00101,AMAD,2000,1.0,New Zealand,2000-04-15,2000-05-04,1115,0
3492,AMAD00102,AMAD,2000,1.0,Russia,2000-04-23,2000-05-05,1700,0
3493,AMAD00103,AMAD,2000,1.0,Austria,2000-05-01,2000-05-15,1030,0
3494,AMAD00105,AMAD,2000,1.0,Spain,2000-04-11,2000-04-19,,0
3495,AMAD00106,AMAD,2000,1.0,Sweden,2000-04-28,2000-05-01,,0
3496,AMAD00107,AMAD,2000,1.0,Italy,2000-05-09,2000-05-21,,0
3497,AMAD00108,AMAD,2000,1.0,USA,2000-04-17,2000-04-26,,0
3498,AMAD00109,AMAD,2000,1.0,USA,2000-04-13,2000-04-25,,0
3499,AMAD00110,AMAD,2000,1.0,USA,2000-04-01,2000-04-14,,1
3500,AMAD00111,AMAD,2000,1.0,Mexico,2000-03-29,2000-04-11,,0
3501,AMAD00112,AMAD,2000,1.0,USA,2000-04-09,2000-04-23,,0
3502,AMAD00104,AMAD,2000,1.0,USA,2000-04-02,2000-04-19,,0
3503,AMAD85303,AMAD,1985,3.0,Austria,1985-10-25,1985-10-31,,0
3504,AMAD99304,AMAD,1999,3.0,Norway,1999-10-01,1999-10-16,,0
3505,ANN100101,ANN1,2000,1.0,Spain,2000-05-02,2000-05-03,,0
3506,ANN100102,ANN1,2000,1.0,Spain,2000-04-11,2000-04-29,,0
3507,ANN100103,ANN1,2000,1.0,France,2000-04-18,2000-04-22,,0
3508,ANN100104,ANN1,2000,1.0,USA,2000-04-08,2000-04-15,,0
3509,ANN184304,ANN1,1984,3.0,Spain,1984-08-15,1984-10-03,,0
3510,BARU00101,BARU,2000,1.0,Germany,2000-04-09,2000-05-01,,0
3511,BARU00102,BARU,2000,1.0,UK,2000-03-22,2000-03-31,1200,1
3512,BARU00103,BARU,2000,1.0,UK,2000-05-07,2000-05-15,1345,0
3513,BARU99312,BARU,1999,3.0,Italy,1999-11-12,1999-11-14,,0
3514,CHOY00101,CHOY,2000,1.0,Austria,2000-04-16,2000-05-01,,0
3515,CHOY00102,CHOY,2000,1.0,Russia,2000-04-14,2000-05-10,1500,0
3516,CHOY00103,CHOY,2000,1.0,Germany,2000-04-24,2000-05-16,1215,0
3517,CHOY00104,CHOY,2000,1.0,USA,2000-04-28,2000-05-19,1600,0
3518,CHOY00105,CHOY,2000,1.0,Belgium,2000-04-22,2000-05-14,,1
3519,CHOY00106,CHOY,2000,1.0,Spain,2000-04-25,2000-05-17,0845,0
3520,CHOY00107,CHOY,2000,1.0,Iran,2000-04-07,2000-05-11,1800,0
3521,CHOY00108,CHOY,2000,1.0,USA,2000-04-12,2000-05-13,0945,1
3522,CHOY00109,CHOY,2000,1.0,Australia,2000-04-26,2000-05-15,1000,1
3523,CHOY00110,CHOY,2000,1.0,S Korea,2000-04-08,2000-05-08,1200,0
3524,CHOY00111,CHOY,2000,1.0,S Korea,2000-04-08,2000-05-08,1700,0
3525,CHOY00112,CHOY,2000,1.0,S Korea,2000-04-08,2000-04-30,,0
3526,CHOY00113,CHOY,2000,1.0,USA,2000-04-13,2000-05-06,,1
3527,CHOY00114,CHOY,2000,1.0,Australia,2000-04-29,2000-05-16,1000,1
3528,CHOY00115,CHOY,2000,1.0,USA,2000-04-28,2000-05-21,,0
3529,CHOY00116,CHOY,2000,1.0,Brazil,2000-04-06,2000-05-02,,0
3530,CHOY00117,CHOY,2000,1.0,Japan,2000-04-18,2000-05-12,1000,1
3531,CHOY83304,CHOY,1983,3.0,W Germany,,,,0
3532,CHOY99401,CHOY,1999,4.0,Spain,,,,0
3533,CHOP84301,CHOP,1984,3.0,Spain,1984-11-01,1984-11-01,,0
3534,DHA100101,DHA1,2000,1.0,Switzerland,2000-04-16,2000-05-11,,0
3535,DHA100102,DHA1,2000,1.0,Germany,2000-04-19,2000-05-12,,0
3536,EVER00111,EVER,2000,1.0,USA,2000-04-14,2000-05-23,1100,1
3537,EVER00156,EVER,2000,1.0,Germany,2000-04-22,2000-05-25,,0
3538,EVER00101,EVER,2000,1.0,USA,2000-04-07,2000-05-24,0630,1
3539,EVER00102,EVER,2000,1.0,Italy,2000-04-12,2000-05-24,0800,1
3540,EVER00103,EVER,2000,1.0,Spain,2000-04-05,2000-05-21,,1
3541,EVER00104,EVER,2000,1.0,UK,2000-03-30,2000-05-16,1040,1
3542,EVER00105,EVER,2000,1.0,Spain,2000-03-24,2000-05-22,0900,1
3543,EVER00106,EVER,2000,1.0,Spain,2000-04-03,2000-05-16,1049,1
3544,EVER00107,EVER,2000,1.0,Denmark,2000-04-10,2000-05-20,0630,1
3545,EVER00108,EVER,2000,1.0,Israel,2000-04-02,2000-05-21,,1
3546,EVER00109,EVER,2000,1.0,Spain,2000-04-02,2000-05-20,,1
3547,EVER00110,EVER,2000,1.0,Poland,2000-04-05,2000-05-22,1000,1
3548,EVER00112,EVER,2000,1.0,Nepal,2000-04-03,2000-05-21,0956,1
3549,EVER00113,EVER,2000,1.0,Nepal,2000-04-19,2000-05-21,,1
3550,EVER00114,EVER,2000,1.0,USA,2000-04-14,2000-05-24,0806,1
3551,EVER00115,EVER,2000,1.0,USA,2000-04-01,2000-05-17,0738,1
3552,EVER00116,EVER,2000,1.0,Nepal,2000-04-14,2000-05-18,0630,1
3553,EVER00117,EVER,2000,1.0,Canada,2000-04-01,2000-05-21,0800,1
3554,EVER00118,EVER,2000,1.0,Canada,2000-04-06,2000-05-17,0815,1
3555,EVER00119,EVER,2000,1.0,USA,2000-04-01,2000-05-22,0820,1
3556,EVER00120,EVER,2000,1.0,UK,2000-04-07,2000-05-26,,1
3557,EVER00122,EVER,2000,1.0,Canada,2000-04-03,2000-05-21,,1
3558,EVER00124,EVER,2000,1.0,Mexico,2000-04-01,2000-05-21,,1
3559,EVER00125,EVER,2000,1.0,USA,2000-04-05,2000-05-21,,0
3560,EVER00126,EVER,2000,1.0,New Zealand,2000-04-11,2000-05-15,,1
3561,EVER00127,EVER,2000,1.0,Canada,2000-04-09,2000-05-20,,1
3562,EVER00128,EVER,2000,1.0,Japan,2000-04-15,2000-05-17,,1
3563,EVER00129,EVER,2000,1.0,Japan,2000-04-17,2000-05-17,1030,1
3564,EVER00130,EVER,2000,1.0,USA,2000-04-13,2000-05-19,1530,0
3565,EVER00121,EVER,2000,1.0,S Korea,2000-04-05,2000-05-16,1050,1
3566,EVER00123,EVER,2000,1.0,USA,2000-04-05,2000-05-22,1030,1
3567,EVER00133,EVER,2000,1.0,New Zealand,2000-04-08,2000-05-21,,1
3568,EVER00134,EVER,2000,1.0,Canada,2000-04-11,2000-05-28,,0
3569,EVER00135,EVER,2000,1.0,Japan,2000-04-14,2000-05-17,1100,1
3570,EVER00136,EVER,2000,1.0,Russia,2000-04-10,2000-05-28,0745,1
3571,EVER00137,EVER,2000,1.0,Poland,2000-04-12,2000-05-20,,0
3572,EVER00138,EVER,2000,1.0,UK,2000-04-01,2000-05-18,1151,1
3573,EVER00139,EVER,2000,1.0,Japan,2000-04-23,2000-05-21,,1
3574,EVER00140,EVER,2000,1.0,UK,2000-04-08,2000-05-17,1130,1
3575,EVER00141,EVER,2000,1.0,Japan,2000-04-22,2000-05-19,,1
3576,EVER00142,EVER,2000,1.0,Russia,2000-04-06,2000-05-15,,1
3577,EVER00143,EVER,2000,1.0,China,2000-04-15,2000-05-21,0945,1
3578,EVER00144,EVER,2000,1.0,China,,2000-05-14,,0
3579,EVER00145,EVER,2000,1.0,China,2000-04-08,2000-05-11,,0
3580,EVER00146,EVER,2000,1.0,Georgia,2000-04-18,2000-05-20,,1
3581,EVER00147,EVER,2000,1.0,Denmark,2000-04-01,2000-05-20,,0
3582,EVER00148,EVER,2000,1.0,Spain,2000-04-19,2000-05-20,,0
3583,EVER00149,EVER,2000,1.0,Netherlands,2000-04-19,2000-05-20,,1
3584,EVER00150,EVER,2000,1.0,Austria,2000-05-10,2000-05-16,,0
3585,EVER00151,EVER,2000,1.0,Austria,2000-05-05,2000-05-26,,0
3586,EVER00152,EVER,2000,1.0,Andorra,2000-04-11,2000-05-20,,0
3587,EVER00153,EVER,2000,1.0,Italy,2000-04-16,2000-05-20,,0
3588,EVER00154,EVER,2000,1.0,Spain,2000-04-13,2000-05-15,,0
3589,EVER00155,EVER,2000,1.0,Spain,2000-04-17,2000-05-27,1330,1
3590,EVER00131,EVER,2000,1.0,Spain,2000-04-12,2000-05-20,,0
3591,EVER00132,EVER,2000,1.0,Switzerland,2000-04-20,2000-05-17,1015,1
3592,GAN200101,GAN2,2000,1.0,Japan,2000-04-09,2000-05-23,,0
3593,GYAC00101,GYAC,2000,1.0,Japan,2000-04-01,2000-04-24,,0
3594,JANU00101,JANU,2000,1.0,Australia,2000-03-21,2000-05-16,,0
3595,KANG00107,KANG,2000,1.0,S Korea,2000-04-03,2000-05-19,0620,1
3596,KANG00101,KANG,2000,1.0,UK,2000-04-30,2000-05-28,,0
3597,KANG00102,KANG,2000,1.0,India,2000-04-18,2000-05-10,1545,1
3598,KANG00103,KANG,2000,1.0,Switzerland,2000-04-05,2000-05-09,,0
3599,KANG00104,KANG,2000,1.0,Austria,2000-04-13,2000-05-07,,0
3600,KANG00105,KANG,2000,1.0,Switzerland,2000-04-24,2000-05-20,,0
3601,KANG00106,KANG,2000,1.0,UK,2000-04-11,2000-05-13,1400,1
3602,KTEG00101,KTEG,2000,1.0,Russia,2000-04-17,2000-06-02,,0
3603,LHOT00101,LHOT,2000,1.0,Slovenia,2000-04-20,2000-05-19,1400,0
3604,LHOT00102,LHOT,2000,1.0,Bulgaria,2000-04-13,2000-05-15,,1
3605,LHOT00103,LHOT,2000,1.0,S Africa,2000-05-07,2000-05-26,0950,1
3606,LHOT00104,LHOT,2000,1.0,Georgia,2000-04-07,2000-05-15,1900,1
3607,LHOT00106,LHOT,2000,1.0,Russia,2000-04-26,2000-05-07,,0
3608,MAKA00101,MAKA,2000,1.0,S Korea,2000-04-06,2000-05-15,1410,1
3609,MAKA00102,MAKA,2000,1.0,Germany,2000-04-09,2000-05-15,1500,0
3610,MAKA00103,MAKA,2000,1.0,Italy,2000-04-17,2000-05-15,1330,0
3611,MAKA00104,MAKA,2000,1.0,Germany,2000-04-14,2000-05-06,,0
3612,MANA00101,MANA,2000,1.0,Spain,2000-03-27,2000-04-25,0700,0
3613,MANA00102,MANA,2000,1.0,France,2000-04-18,2000-05-05,0900,0
3614,MANA00103,MANA,2000,1.0,S Korea,2000-04-10,2000-05-12,0955,1
3615,MANA00104,MANA,2000,1.0,Italy,2000-04-21,2000-05-12,,0
3616,NILN00101,NILN,2000,1.0,France,2000-04-18,2000-05-03,,0
3617,PUMO00101,PUMO,2000,1.0,Russia,2000-04-26,2000-04-29,,0
3618,PUMO00102,PUMO,2000,1.0,Germany,2000-05-01,2000-05-10,,0
3619,PUMO00103,PUMO,2000,1.0,USA,2000-04-22,2000-05-14,1030,0
3620,PUMO00104,PUMO,2000,1.0,Austria,2000-04-16,2000-04-30,,0
3621,RAMT00101,RAMT,2000,1.0,UK,2000-04-18,2000-04-29,,1
3622,TILI00101,TILI,2000,1.0,Japan,2000-04-10,2000-04-20,,0
3623,PETH84301,PETH,1984,3.0,Spain,1984-11-01,1984-11-01,,0
3624,BARU84302,BARU,1984,3.0,Spain,1984-11-04,1984-11-05,,0
3625,GAN600101,GAN6,2000,1.0,Japan,2000-04-09,2000-05-23,0600,0
3626,CTSE86201,CTSE,1986,2.0,USA,,1986-08-28,,0
3627,CTSE90301,CTSE,1990,3.0,UK,,1990-10-21,,0
3628,AMAD90308,AMAD,1990,3.0,USA,,1990-11-03,,0
3629,LHOT00105,LHOT,2000,1.0,UK,,2000-05-26,,1
3630,LHOT00107,LHOT,2000,1.0,USA,,,,0
3631,LHOT00108,LHOT,2000,1.0,USA,,,,0
3632,ANN181102,ANN1,1981,1.0,Poland,1981-03-31,1981-05-21,,0
3633,CHWT00201,CHWT,2000,2.0,Japan,2000-06-23,2000-06-28,,0
3634,CHUL81301,CHUL,1981,3.0,UK,1981-11-06,1981-11-08,,0
3635,DHAM00201,DHAM,2000,2.0,Japan,2000-08-12,2000-08-13,,0
3636,NALA00201,NALA,2000,2.0,Japan,2000-07-03,2000-07-06,,0
3637,NALS00201,NALS,2000,2.0,Japan,2000-07-03,2000-07-07,,0
3638,TAKP00201,TAKP,2000,2.0,Japan,2000-07-14,2000-07-18,,0
3639,MALA00101,MALA,2000,1.0,USA,2000-04-13,2000-04-28,1530,0
3640,ANN100301,ANN1,2000,3.0,France,2000-10-07,2000-10-28,,0
3641,PUTH00301,PUTH,2000,3.0,France,2000-10-17,2000-10-29,1100,0
3642,TILI00301,TILI,2000,3.0,Austria,2000-11-04,2000-11-07,,0
3643,PUTH00302,PUTH,2000,3.0,Spain,2000-10-06,2000-10-18,1100,0
3644,CHAM00101,CHAM,2000,1.0,UK,,,,0
3645,KHAT00101,KHAT,2000,1.0,UK,,,,0
3646,DHA100301,DHA1,2000,3.0,S Korea,2000-08-31,2000-09-24,,0
3647,TILI00303,TILI,2000,3.0,Switzerland,2000-11-04,2000-11-10,,0
3648,TILI00302,TILI,2000,3.0,France,2000-10-01,2000-10-08,,0
3649,ANN100302,ANN1,2000,3.0,Japan,2000-09-10,2000-10-04,,0
3650,DHA100302,DHA1,2000,3.0,Japan,2000-09-10,2000-10-07,,0
3651,TILI00304,TILI,2000,3.0,Germany,2000-10-10,2000-10-25,,0
3652,ANN300301,ANN3,2000,3.0,Slovenia,2000-09-28,2000-10-18,,0
3653,DHA100303,DHA1,2000,3.0,France,2000-09-21,2000-10-08,,0
3654,BHEM64101,BHEM,1964,1.0,Japan,,1964-05-08,,0
3655,TSOK71301,TSOK,1971,3.0,Japan,1971-09-30,1971-10-25,1615,0
3656,KOTA82302,KOTA,1982,3.0,India,1982-10-18,1982-10-31,,0
3657,AMAD00307,AMAD,2000,3.0,Japan,2000-09-28,2000-10-09,1100,0
3658,AMAD00301,AMAD,2000,3.0,Italy,2000-11-09,2000-11-14,1200,0
3659,AMAD00302,AMAD,2000,3.0,Italy,2000-10-24,2000-10-30,1050,0
3660,AMAD00303,AMAD,2000,3.0,Germany,2000-11-08,2000-11-11,,0
3661,AMAD00304,AMAD,2000,3.0,Germany,2000-10-07,2000-10-13,1300,0
3662,AMAD00305,AMAD,2000,3.0,Italy,2000-10-14,2000-10-18,1000,0
3663,AMAD00306,AMAD,2000,3.0,Spain,2000-10-09,2000-10-20,,0
3664,AMAD00308,AMAD,2000,3.0,France,2000-10-09,2000-10-19,0730,0
3665,AMAD00309,AMAD,2000,3.0,Spain,2000-10-01,2000-10-19,1030,0
3666,AMAD00310,AMAD,2000,3.0,Italy,2000-10-08,2000-10-17,1200,0
3667,AMAD00311,AMAD,2000,3.0,Austria,2000-10-04,2000-10-13,1300,0
3668,AMAD00312,AMAD,2000,3.0,Switzerland,2000-10-31,2000-11-07,1150,0
3669,AMAD00313,AMAD,2000,3.0,Switzerland,2000-10-15,2000-10-19,0800,0
3670,AMAD00314,AMAD,2000,3.0,Germany,2000-10-04,2000-10-15,,0
3671,AMAD00315,AMAD,2000,3.0,Poland,2000-10-28,2000-11-06,1100,0
3672,AMAD00317,AMAD,2000,3.0,Italy,2000-10-25,2000-10-27,0630,0
3673,AMAD00318,AMAD,2000,3.0,UK,2000-10-20,2000-10-29,0800,0
3674,AMAD00319,AMAD,2000,3.0,Canada,2000-10-15,2000-10-22,,0
3675,AMAD00320,AMAD,2000,3.0,UK,2000-11-03,2000-11-08,0920,0
3676,AMAD00321,AMAD,2000,3.0,Canada,2000-10-13,2000-10-18,,0
3677,AMAD00322,AMAD,2000,3.0,New Zealand,2000-10-17,2000-10-26,,0
3678,AMAD00323,AMAD,2000,3.0,Canada,2000-10-03,2000-10-16,1100,0
3679,AMAD00324,AMAD,2000,3.0,UK,2000-10-16,2000-10-24,,0
3680,AMAD00325,AMAD,2000,3.0,USA,2000-10-18,2000-10-21,1015,0
3681,AMAD00316,AMAD,2000,3.0,USA,2000-11-05,2000-11-12,1700,0
3682,AMAD00402,AMAD,2000,4.0,S Korea,2000-11-25,2000-12-05,1230,0
3683,AMAD00403,AMAD,2000,4.0,USA,2000-11-18,2000-12-06,,0
3684,AMAD00401,AMAD,2000,4.0,UK,2000-11-26,2000-12-07,1115,1
3685,BARU00301,BARU,2000,3.0,Japan,2000-09-27,2000-10-17,1440,0
3686,BARU00302,BARU,2000,3.0,Italy,2000-10-07,2000-11-04,,0
3687,BARU00303,BARU,2000,3.0,Italy,2000-09-29,2000-10-04,,0
3688,BARU00304,BARU,2000,3.0,UK,2000-10-10,2000-10-14,,0
3689,BARU00305,BARU,2000,3.0,Slovakia,2000-09-27,2000-10-04,,0
3690,BARU00306,BARU,2000,3.0,Sweden,2000-10-07,2000-10-20,,0
3691,BARU00307,BARU,2000,3.0,Italy,2000-10-04,2000-10-15,,0
3692,CHMN00301,CHMN,2000,3.0,UK,2000-10-07,2000-10-18,,0
3693,CHOY00329,CHOY,2000,3.0,Spain,2000-09-05,2000-09-17,,0
3694,CHOY00301,CHOY,2000,3.0,USA,2000-08-03,2000-09-24,0900,1
3695,CHOY00302,CHOY,2000,3.0,USA,2000-09-07,2000-09-19,,1
3696,CHOY00303,CHOY,2000,3.0,S Korea,2000-08-30,2000-09-23,,0
3697,CHOY00304,CHOY,2000,3.0,S Korea,2000-08-29,2000-09-16,1442,0
3698,CHOY00305,CHOY,2000,3.0,Australia,2000-08-28,2000-09-20,,0
3699,CHOY00306,CHOY,2000,3.0,USA,2000-08-28,2000-09-22,,0
3700,CHOY00307,CHOY,2000,3.0,S Korea,2000-08-30,2000-09-16,,0
3701,CHOY00308,CHOY,2000,3.0,S Korea,2000-08-30,2000-09-23,,0
3702,CHOY00309,CHOY,2000,3.0,USA,2000-09-02,2000-09-24,1130,0
3703,CHOY00310,CHOY,2000,3.0,USA,2000-09-06,2000-09-28,,1
3704,CHOY00311,CHOY,2000,3.0,S Korea,2000-08-31,2000-10-11,,0
3705,CHOY00331,CHOY,2000,3.0,Germany,2000-09-01,2000-09-24,1015,0
3706,CHOY00313,CHOY,2000,3.0,UK,2000-09-05,2000-09-29,,1
3707,CHOY00314,CHOY,2000,3.0,Spain,2000-09-15,2000-10-03,1100,0
3708,CHOY00315,CHOY,2000,3.0,UK,2000-09-02,2000-09-23,,0
